Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested , Survey Version DateTime 
 VIC1 ,Project,Mount Fyans,Woolnorth Wind Farm Holding, Wind Turbine - Onshore ,Wind - Wind,,85, 4.00 , 5.40 , 340.00 , 459.00 , 340.00 - 459.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,1500,V00103,Feb 2025,27-02-2025
 VIC1 ,Project,Mount Fyans Wind Farm 2.0,Woolnorth Wing Farm Holding Pty Ltd, Storage - Battery ,Other - Other,,1, 750.00 , 750.00 , 750.00 , 750.00 , 750.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2655,V00138,,
 QLD1 ,Project,Mount Hopeful BESS,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 300.00 , 300.00 , 300.00 , 300.00 , 300.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3065,Q00232,,
 QLD1 ,Project,Mount Hopeful Wind Farm,Mount Hopeful Wind Farm as trustee for Mount Hopeful Wind Farm Trust, Wind Turbine - Onshore ,Wind - Wind,,1, -   , 370.00 , -   , 370.00 , 370.00 ,, Publicly Announced ,SS,Jun 2028,2065,,Proposed, Wind ,2405,Q00082,May 2025,13-03-2025
 NSW1 ,Project,Mount Lambie BESS,tetrisenergy_nr, Storage - Battery ,Other - Other,,1,, 100.00 ,, 100.00 , 100.00 ,600.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2950,,,13-03-2025
 NSW1 ,Project,Mount Lambie Wind Farm,tetrisenergy_nr, Wind Turbine - Onshore ,Wind - Wind,,1,, 200.00 ,, 200.00 , 200.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2951,,,13-03-2025
 QLD1 ,Existing Plant,Moura Solar Farm,Moura Solar Farm SPV Pty Ltd as the Trustee for Moura Solar Farm Unit Trust, Solar PV - Single axis tracking ,Solar - Solar,MOUSF1,36,, 2.75 ,, 99.00 , 99.00 ,, In Service ,SS,Apr 2023,2057,,Existing less Announced Withdrawal, Solar ,1880,,Feb 2025,07-03-2025
 QLD1 ,Project,Mt Challenger BESS,Tetris Energy, Storage - Battery ,Other - Other,,1,, 20.00 ,, 20.00 , 20.00 ,80.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2507,,Feb 2025,12-03-2025
 QLD1 ,Project,Mt Challenger Wind Farm,Tetris Energy, Wind Turbine - Onshore ,Wind - Wind,,1,, 115.00 ,, 115.00 , 115.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2505,,Feb 2025,12-03-2025
 QLD1 ,Project,Mt Cotton Biomass Cogeneration Power Station,Darwalla Milling Co Pty Ltd, Turbine - Steam Sub Critical ,Other - Other,,1, 7.60 , 7.60 , 7.60 , 7.60 , 7.60 ,, Publicly Announced ,S,,,,Proposed, Gas other ,1310,,Sep 2023,
 VIC1 ,Project,Mt Doran BESS,Iberdrola Australia Development Pty Ltd, Storage - Battery ,Other - Other,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2610,V00111,Feb 2025,19-03-2025
 QLD1 ,Project,Mt Fox BESS - ARENA, Mount Fox BESS Pty Ltd, Storage - Battery ,Other - Other,,1, 300.00 , 300.00 , 300.00 , 300.00 , 300.00 ,600.00, Publicly Announced ,S,Apr 2029,2049,,Proposed, Battery Storage ,2322,Q00008,May 2025,03-03-2025
 QLD1 ,Project,Mt Fox Wind Farm, Mount Fox Energy Park Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,47, 6.20 , 6.20 , 291.40 , 291.40 , 291.40 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2272,Q00147,Feb 2025,03-03-2025
 VIC1 ,Existing Plant,Mt Gellibrand Wind Farm,ACCIONA Energy, Wind Turbine - Onshore ,Wind - Wind,MTGELWF1,44,, 3.15 ,, 138.60 , 138.60 ,, In Service ,SS,Jul 2018,2043,,Existing less Announced Withdrawal, Wind ,1141,,May 2025,23-02-2024
 VIC1 ,Project,Mt Mercer BESS,Foresight Australia, Storage - Battery ,Other - Other,,1,, 80.00 ,, 80.00 , 80.00 ,160.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2768,V00157,May 2025,
 VIC1 ,Existing Plant,Mt Mercer Wind Farm,Mt Mercer Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MERCER01,64,, 2.05 ,, 131.20 , 131.20 ,, In Service ,SS,,2043,,Existing less Announced Withdrawal, Wind ,1142,,Feb 2025,27-03-2025
 SA1 ,Existing Plant,Mt Millar Wind Farm,MT MILLAR WIND FARM PTY LTD, Wind Turbine - Onshore ,Wind - Wind,MTMILLAR,35,, 2.07 ,, 72.28 , 72.28 ,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Wind ,1143,,Oct 2024,06-03-2025
 NSW1 ,Existing Plant,Mt Piper,EnergyAustralia NSW Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,MP1,1,, 730.00 ,, 730.00 , 730.00 ,, In Service ,S,,2040,,Existing less Announced Withdrawal, Coal ,1144,,Feb 2025,13-03-2025
 NSW1 ,Existing Plant,Mt Piper,EnergyAustralia NSW Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,MP2,1,, 660.00 ,, 660.00 , 660.00 ,, In Service ,S,Jan 2027,2040,,Existing less Announced Withdrawal, Coal ,1144,,Feb 2025,13-03-2025
 NSW1 ,Project,Mt Piper BESS,Energy Australia Development Pty Ltd, Storage - Battery ,Other - Other,,51, 4.90 , 4.90 , 249.90 , 249.90 , 249.90 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2411,N00113,Feb 2025,12-03-2025
 QLD1 ,Project,Mt Rawdon Pumped Hydro Energy Storage Project - KCI, Mount Rawdon Pty Ltd, Storage - Pumped hydro ,Hydro - Water,,6, 340.00 , 340.00 ," 2,040.00 "," 2,040.00 "," 2,040.00 ",20000.00, Publicly Announced ,S,,2132,,Proposed, Water ,2274,Q00015,May 2025,12-03-2025
 QLD1 ,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel,MSTUART1,1,, 146.00 ,, 146.00 , 146.00 ,, In Service ,S,,2033,,Existing less Announced Withdrawal, OCGT ,1145,,Feb 2025,09-04-2025
 QLD1 ,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel,MSTUART2,1,, 146.00 ,, 146.00 , 146.00 ,, In Service ,S,,2033,,Existing less Announced Withdrawal, OCGT ,1145,,Feb 2025,09-04-2025
 QLD1 ,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel,MSTUART3,1,, 131.50 ,, 131.50 , 131.50 ,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1145,,Feb 2025,09-04-2025
 NSW1 ,Project,Mt View Wind Farm (KCI),Woodside Energy Technologies Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, 750.00 , 750.00 , 750.00 , 750.00 , 750.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2834,Q00187,,
 NSW1 ,Project,Mugga Lane BESS,LGI, Storage - Battery ,Other - Other,,1, 12.00 , 12.00 , 12.00 , 12.00 , 12.00 ,24.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2798,,May 2025,
 NSW1 ,Project,Mugga Lane Renewable Hybrid,LGIGEN, Other - Other ,Renewable Biomass or Waste - Landfill Gas,MLLFRHF1,6, 0.54 , 1.07 , 3.21 , 6.39 , 3.21 - 6.39 ,, Publicly Announced ,S,Dec 2024,2044,,Proposed,,2807,,May 2025,23-09-2024
 NSW1 ,Project,Mullion Creek Wind Farm,Mullion Creek Wind Farm P/L, Solar PV - Fixed ,Solar - Solar,,33, 7.58 , 7.58 , 250.14 , 250.14 , 250.14 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2914,N00215,,
 NSW1 ,Project,Mulwala Solar Farm,ESCO Solar Farm 1 Pty Ltd as trustee for the ESCO Solar Farm 1 Trust, Solar PV - Single axis tracking ,Solar - Solar,,19,, 1.32 ,, 25.00 , 25.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1998,,May 2025,19-03-2024
 QLD1 ,Project,Munna Creek Solar Farm,Munna Creek Solar Farm Investments Pty Ltd as trustee for the Munna Creek Solar Farm Trust, Solar PV - Single axis tracking ,Solar - Solar,,56, -   , 2.75 , -   , 154.00 , 154.00 ,, Committed ,SS,Jan 2026,2053,,Committed, Solar ,1905,,May 2025,01-04-2025
 QLD1 ,Project,Murilla Energy Hub,APA Power Holdings Pty Ltd, Other - Other ,Other - Other,,1," 1,155.00 "," 1,155.00 "," 1,155.00 "," 1,155.00 "," 1,155.00 ",, Publicly Announced ,SS,,,,Proposed, Other ,3071,Q00243,,
 VIC1 ,Existing Plant,Murra Warra Wind Farm - stage 1,Murra Warra Project Co Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MUWAWF1,61, 3.70 , 3.70 , 225.70 , 225.70 , 225.70 ,, In Service ,SS,Sep 2021,2049,,Existing less Announced Withdrawal, Wind ,1262,,Feb 2025,18-03-2025
 VIC1 ,Existing Plant,Murra Warra Wind Farm - stage 2,Murra Warra II Project Co Pty Ltd as Trustee for the Murra Warra II Project Trust, Wind Turbine - Onshore ,Wind - Wind,MUWAWF2,38,, 5.50 ,, 209.00 , 209.00 ,, In Service ,SS,Oct 2022,2052,,Existing less Announced Withdrawal, Wind ,1506,,Feb 2025,11-03-2025
 VIC1 ,Existing Plant,Murray 1,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,MURRAY,10,, 95.00 ,, 950.00 , 950.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1147,,Feb 2025,14-03-2025
 VIC1 ,Existing Plant,Murray 2,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,MURRAY,4,, 150.00 ,, 600.00 , 600.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1148,,Feb 2025,14-03-2025
 SA1 ,Existing Plant,Murray Bridge - Onkaparinga Pipeline Pump 2,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar,MBPS2PV1,5,, 2.75 ,, 13.75 , 13.75 ,, In Service ,SS,Aug 2022,2041,,Existing less Announced Withdrawal, Solar ,1853,,Feb 2025,05-03-2025
 NSW1 ,Project,Murrumburrah BESS - KCI,FIrm Power P/L, Storage - Battery ,Other - Other,,1, 152.00 , 152.00 , 152.00 , 152.00 , 152.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2715,N00156,Feb 2025,18-03-2025
 VIC1 ,Project,Muskerry Solar Power Station - KCI,Edify Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,, 200.00 ,, 200.00 , 200.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2775,V00155,Feb 2025,14-03-2025
 TAS1 ,Existing Plant,Musselroe Wind Farm,Musselroe Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MUSSELR1,56,, 3.00 ,, 168.00 , 168.00 ,, In Service ,SS,,2050,,Existing less Announced Withdrawal, Wind ,1149,,Feb 2025,27-02-2025
 NSW1 ,Project,Muswellbrook BESS,firmpower_NR, Storage - Battery ,Other - Other,,1, 196.80 , 196.80 , 196.80 , 196.80 , 196.80 ,300.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2972,,,18-03-2025
 NSW1 ,Project,Muswellbrook PRO BESS,Penso Power Australia P/L, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2533,N00124,May 2025,
 NSW1 ,Project,Muswellbrook Pumped Hydro,AGL Energy Limited, Storage - Pumped hydro ,Hydro - Water,,1, 250.00 , 400.00 , 250.00 , 400.00 , 250.00 - 400.00 ,3200.00, Publicly Announced ,S,,,,Proposed, Water ,1697,N00103,Feb 2025,17-03-2025
 NSW1 ,Project,Muswellbrook Solar Farm,Ox2, Solar PV - Fixed ,Solar - Solar,,1, 135.00 , 135.00 , 135.00 , 135.00 , 135.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2794,,May 2025,17-12-2024
 NSW1 ,Project,Myrtle Creek BESS,ARK Energy Corporation Pty Ltd, Storage - Battery ,Other - Other,,1, 275.00 , 275.00 , 275.00 , 275.00 , 275.00 ,2200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2797,,Feb 2025,12-03-2025
 NSW1 ,Project,Narrabri Hybrid Project, Narrabri Genesis Hold Pty Ltd ATF Narrabri Genesis Hold Trust, Solar PV - Single axis tracking ,Solar - Solar,,1,, 4.60 ,, 4.60 , 4.60 ,, Publicly Announced ,SS,,2062,,Proposed, Solar ,2197,N00059,May 2024,03-06-2024
 NSW1 ,Project,Narrabri Hybrid Project, Narrabri Genesis Hold Pty Ltd ATF Narrabri Genesis Hold Trust, Storage - Battery ,Other - Other,,1, 3.60 , 3.60 , 3.60 , 3.60 , 3.60 ,400.00, Publicly Announced ,S,Aug 2027,2062,,Proposed, Battery Storage ,2197,N00059,May 2024,03-06-2024
 NSW1 ,Project,Narrabri South Solar Farm,Canadian Solar, Solar PV - Fixed ,Solar - Solar,,1, 50.00 , 50.00 , 50.00 , 50.00 , 50.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1656,N00156,May 2025,13-07-2022
 NSW1 ,Project,Narrandera BESS,Potentia Energy Group P/L, Storage - Battery ,Other - Other,,114, 3.51 , 3.51 , 400.14 , 400.14 , 400.14 ,1600.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2915,N00214,,
 NSW1 ,Project,Narrandera Solar Farm,Potentia Energy Group P/L, Solar PV - Fixed ,Solar - Solar,,1, 125.00 , 125.00 , 125.00 , 125.00 , 125.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2916,N00214,,
 NSW1 ,Existing Plant,Narromine Solar Farm,Dubbo Solar Hub Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,NASF1,4, -   , 2.30 , -   , 9.20 , 9.20 ,, In Service ,NS,,2042,,Existing less Announced Withdrawal, Solar ,1380,,Oct 2024,04-12-2024
 QLD1 ,Project,Nebo BESS,Nebo BESS Pty Ltd, Storage - Battery ,Other - Other,,1, 450.00 , 450.00 , 450.00 , 450.00 , 450.00 ,1800.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2590,Q00117,,
 QLD1 ,Project,Nebo BESS,Nebo BESS Pty Ltd, Storage - Battery ,Other - Other,,1, 450.00 , 450.00 , 450.00 , 450.00 , 450.00 ,1800.00, Publicly Announced ,S,Dec 2028,2063,,Proposed, Battery Storage ,2590,Q00117,,
 QLD1 ,Project,Nebo BESS (Iberdrola) - KCI,Iberdrola Australia Development Pty Ltd., Storage - Battery ,Other - Other,,1, 280.00 , 280.00 , 280.00 , 280.00 , 280.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2825,Q00165,,26-03-2025
 NSW1 ,Existing Plant,Nevertire Solar Farm,Nevertire Solar Pty Ltd as Trustee for the Nevertire Solar Trust, Solar PV - Single axis tracking ,Solar - Solar,NEVERSF1,48,, 2.18 ,, 104.64 , 104.64 ,, In Service ,SS,Jul 2020,2049,,Existing less Announced Withdrawal, Solar ,1414,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar,NEWENSF1,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,, In Service ,SS,May 2023,2073,,Existing less Announced Withdrawal, Solar ,1854,,May 2025,25-03-2025
 NSW1 ,Existing Plant,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar,NEWENSF2,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,, In Service ,SS,May 2023,2073,,Existing less Announced Withdrawal, Solar ,1854,,May 2025,25-03-2025
 NSW1 ,Project,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar,,1, 320.00 , 320.00 , 320.00 , 320.00 , 320.00 ,, Anticipated ,SS,Oct 2028,2075,,Anticipated, Solar ,1854,,May 2025,25-03-2025
 NSW1 ,Project,New England Solar Farm BESS,ACEN RENEWABLES, Storage - Battery ,Other - Other,,1,, 100.00 ,, 100.00 , 100.00 ,200.00, Anticipated ,S,Dec 2026,2076,,Anticipated, Battery Storage ,1893,N00030,May 2025,25-03-2025
 NSW1 ,Project,New England Solar Farm BESS,ACEN RENEWABLES, Storage - Battery ,Other - Other,,1, -   , 100.00 , -   , 100.00 , 100.00 ,200.00, Anticipated ,S,Dec 2026,2075,,Anticipated, Battery Storage ,1893,N00030,May 2025,25-03-2025
 VIC1 ,Existing Plant,Newport,EnergyAustralia Ecogen Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,NPS,1,, 500.00 ,, 500.00 , 500.00 ,, In Service ,S,,2039,,Existing less Announced Withdrawal, Gas other ,1150,,Feb 2025,11-03-2025
 QLD1 ,Project,Noblevale BESS (KCI),Zen Energy Future Pty Ltd, Storage - Battery ,Other - Other,,1, 180.00 , 180.00 , 180.00 , 180.00 , 180.00 ,360.00, Publicly Announced ,S,Jun 2028,,,Proposed, Battery Storage ,2827,Q00172,,17-03-2025
 NSW1 ,Project,Nonowie Wind Farm,Tilt Renewables Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1," 1,015.00 "," 1,015.00 "," 1,015.00 "," 1,015.00 "," 1,015.00 ",, Publicly Announced ,SS,,,,Proposed, Wind ,2650,S00059,May 2025,
 VIC1 ,Project,Normanville Energy Park - Wind (KCI),Westwind Development Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, 120.00 , 120.00 , 120.00 , 120.00 , 120.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2842,V00162,,
 QLD1 ,Project,North Burnett Renewable Hub - BESS,X-Elio Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 700.00 , 700.00 , 700.00 , 700.00 , 700.00 ,2800.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2673,Q00141,Feb 2025,13-03-2025
 QLD1 ,Project,North Burnett Renewable Hub - Solar,X-Elio Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 700.00 , 700.00 , 700.00 , 700.00 , 700.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2672,Q00141,Feb 2025,13-03-2025
 TAS1 ,Project,North East Wind - KCI,ACEN North East Tasmania Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, 7.20 , 7.20 , 7.20 , 7.20 , 7.20 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2390,T00022,May 2025,
 VIC1 ,Project,North Yarragon BESS - KCI,Zen Energy, Storage - Battery ,Other - Other,,1, 210.00 , 210.00 , 210.00 , 210.00 , 210.00 ,840.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2845,V00166,,17-03-2025
 TAS1 ,Project,Northern Midlands Solar Farm - KCI,Northern Midlands Solar Farm Tas Pty Ltd (ACN 684 471 627) as trustee for the Northern Midlands Solar Farm Unit Trust (ABN 26 279 618 811), Solar PV - Single axis tracking ,Solar - Solar,,82, 3.50 , 4.40 , 287.00 , 360.80 , 287.00 - 360.80 ,, Anticipated ,SS,Oct 2027,2057,,Anticipated, Solar ,2389,T00021,May 2025,
 NSW1 ,Project,Northern Tablelands Wind Farm,BORAL, Wind Turbine - Onshore ,Wind - Wind,,1,, 8.00 ,, 8.00 , 8.00 ,, Publicly Announced ,TBA,,,,Proposed, Wind ,2748,,May 2025,11-10-2024
 NSW1 ,Project,Nottingham Park Solar Farm - KCI,NPSF Renewables Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 210.00 , 210.00 , 210.00 , 210.00 , 210.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2369,N00097,Sep 2023,
 NSW1 ,Project,Novocastrian Offshore Wind Farm,OceanEx Energy, Wind Turbine - Offshore ,Wind - Wind,,1,," 2,000.00 ",," 2,000.00 "," 2,000.00 ",, Publicly Announced ,SS,Jan 2031,,,Proposed, Wind ,2023,,May 2025,
 VIC1 ,Project,Nowingi Solar Farm - Edify (KCI),Edify Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 750.00 , 750.00 , 750.00 , 750.00 , 750.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2843,V00164,May 2025,
 VIC1 ,Project,Nowingi Solar Storage - Solar,Lyon Solar, Solar PV - Single axis tracking ,Solar - Solar,,1, 250.00 , 250.00 , 250.00 , 250.00 , 250.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1411,,Sep 2023,
 VIC1 ,Project,Nowingi Solar Storage - Storage,Lyon Solar, Storage - Battery ,Other - Other,,1,, 80.00 ,, 80.00 , 80.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2059,,Sep 2023,
 NSW1 ,Project,NSW Gas Peaker,AGL Energy Limited, Reciprocating Engine - Compression ignition ,Fossil - Natural Gas,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,, Publicly Announced ,S,,,,Proposed, Gas other ,1617,,Feb 2025,11-03-2025
 VIC1 ,Existing Plant,Numurkah Solar Farm,Numurkah Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,NUMURSF1,56, 0.02 , 1.81 , 0.95 , 101.08 , 101.08 ,, In Service ,SS,Aug 2019,2044,,Existing less Announced Withdrawal, Solar ,1461,,Feb 2025,26-03-2025
 VIC1 ,Project,Nyaninyuk Wind Farm,Acciona Energy, Wind Turbine - Onshore ,Wind - Wind,,53,, 5.70 ,, 302.10 , 302.10 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2508,,Feb 2025,12-03-2025
 NSW1 ,Existing Plant,Nyngan Solar Plant,PARF Company 6 Pty Limited, Solar PV - Fixed ,Solar - Solar,NYNGAN1,77,, 1.33 ,, 102.03 , 102.03 ,, In Service ,SS,,2042,,Existing less Announced Withdrawal, Solar ,1323,,Feb 2025,20-03-2025
 QLD1 ,Existing Plant,Oakey 2 Solar Farm,RE Oakey Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,OAKEY2SF,26, -   , 2.14 , -   , 55.64 , 55.64 ,, In Service ,SS,Apr 2022,2049,,Existing less Announced Withdrawal, Solar ,1591,,Feb 2025,20-03-2025
 QLD1 ,Existing Plant,Oakey Power Station,Oakey Power Holdings Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,OAKEY1,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2050,,Existing less Announced Withdrawal, OCGT ,1433,,Feb 2025,12-03-2025
 QLD1 ,Existing Plant,Oakey Power Station,Oakey Power Holdings Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,OAKEY2,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2050,,Existing less Announced Withdrawal, OCGT ,1433,,Feb 2025,12-03-2025
 QLD1 ,Existing Plant,Oakey Solar Farm,Oakey1 Asset Co Pty Ltd, Solar PV - Fixed ,Solar - Solar,OAKEY1SF,1, 25.00 , 25.00 , 25.00 , 25.00 , 25.00 ,, In Service ,SS,Aug 2019,2043,,Existing less Announced Withdrawal, Solar ,1386,,Feb 2025,20-03-2025
 VIC1 ,Existing Plant,Oaklands Hill Wind Farm,Oaklands Hill Wind farm pty ltd, Wind Turbine - Onshore ,Wind - Wind,OAKLAND1,32,, 2.10 ,, 67.20 , 67.20 ,, In Service ,SS,,2037,,Existing less Announced Withdrawal, Wind ,1152,,Feb 2025,11-03-2025
 QLD1 ,Existing Plant,Oaky Creek,EDL OCI Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,OAKYCREK,2,, 3.04 ,, 6.09 , 6.09 ,, In Service ,NS,,2025,,Withdrawn, Gas other ,1359,,Oct 2024,10-10-2024
 QLD1 ,Existing Plant,Oaky Creek,EDL OCI Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,OAKYCREK,14,, 1.07 ,, 14.91 , 14.91 ,, In Service ,NS,,2025,,Withdrawn, Gas other ,1359,,Oct 2024,10-10-2024
 QLD1 ,Existing Plant,Oaky Creek 2,EDL OCI PTY LTD, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,OAKY2,5,, 3.00 ,, 15.00 , 15.00 ,, In Service ,NS,,2025,,Withdrawn, Gas other ,1379,,Oct 2024,10-10-2024
 NSW1 ,Project,Orana BESS,Wellington Battery ProjectCo Pty Ltd, Storage - Battery ,Other - Other,ORANA,448, -   , 0.93 , -   , 414.85 , 414.85 ,1660.00, Committed ,S,Jun 2026,2066,,Committed, Battery Storage ,2015,N00164,May 2025,09-03-2025
 NSW1 ,Project,Orange Grove Sun Farm,Overland Sun Farm Holdings Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, 80.00 , 80.00 , 80.00 , 80.00 , 80.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1540,N00095,Feb 2025,24-02-2025
 VIC1 ,Project,Orsted Gippsland A&B Windfarm,orsted_nr, Wind Turbine - Offshore ,Wind - Wind,,192,, 14.69 ,," 2,819.90 "," 2,819.90 ",, Publicly Announced ,SS,,,,Proposed, Wind ,2625,,,10-01-2024
 VIC1 ,Project,Orsted Gippsland C Windfarm,orsted_nr, Wind Turbine - Offshore ,Wind - Wind,,192,, 14.69 ,," 2,819.90 "," 2,819.90 ",, Publicly Announced ,SS,,,,Proposed, Wind ,2629,,,10-01-2024
 SA1 ,Existing Plant,Osborne,Osborne Cogeneration Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,OSB-AG,1,, 62.00 ,, 62.00 , 62.00 ,, In Service - Announced Withdrawal (Permanent) ,S,,2027,31-Dec-2027,Announced Withdrawal, CCGT ,1154,,Feb 2025,14-03-2025
 SA1 ,Existing Plant,Osborne,Osborne Cogeneration Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,OSB-AG,1,, 118.00 ,, 118.00 , 118.00 ,, In Service - Announced Withdrawal (Permanent) ,S,,2027,31-Dec-2027,Announced Withdrawal, CCGT ,1154,,Feb 2025,14-03-2025
 SA1 ,Project,Osborne BESS,Osboourne Cogeneration P/L, Storage - Battery ,Other - Other,,1, 120.00 , 300.00 , 120.00 , 300.00 , 120.00 - 300.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2651,S00060,,
 NSW1 ,Project,Oven Mountain Pumped Storage,Oven Mountain Pumped Storage, Storage - Pumped hydro ,Hydro - Water,,1, 900.00 , 900.00 , 900.00 , 900.00 , 900.00 ,7200.00, Publicly Announced ,S,,,,Proposed, Water ,1751,N00007,Feb 2025,07-03-2025
 NSW1 ,Project,Oxley Solar Farm,Oxley Solar Development Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,, 300.00 ,, 300.00 , 300.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2064,N00116,Oct 2024,
